in:Index,out:EveningMaxSunhoursLoss,out:EveningTotalSunhoursLoss,out:MaxSunhoursLoss,out:TotalSunhoursLoss,out:Volume,img_1,img_2
2411,7,5176,11,13106,"538,333",{48;11}_SiteColibriView.png,{48;11}_SiteColibriView2.png
2412,6,4137,9,10323,"638,667",{48;12}_SiteColibriView.png,{48;12}_SiteColibriView2.png
2413,12,6155,16,15669,"475,000",{48;13}_SiteColibriView.png,{48;13}_SiteColibriView2.png
2414,8,4760,15,11702,"538,333",{48;14}_SiteColibriView.png,{48;14}_SiteColibriView2.png
2415,8,5735,16,14455,"481,667",{48;15}_SiteColibriView.png,{48;15}_SiteColibriView2.png
2416,8,5809,16,14732,"478,333",{48;16}_SiteColibriView.png,{48;16}_SiteColibriView2.png
2417,8,5272,18,13439,"506,667",{48;17}_SiteColibriView.png,{48;17}_SiteColibriView2.png
2418,8,5069,12,12745,"530,000",{48;18}_SiteColibriView.png,{48;18}_SiteColibriView2.png
2419,7,4918,9,11217,"574,333",{48;19}_SiteColibriView.png,{48;19}_SiteColibriView2.png
2420,11,6414,16,16526,"471,667",{48;20}_SiteColibriView.png,{48;20}_SiteColibriView2.png
2421,6,4105,9,9104,"657,000",{48;21}_SiteColibriView.png,{48;21}_SiteColibriView2.png
2422,8,4633,15,11332,"565,000",{48;22}_SiteColibriView.png,{48;22}_SiteColibriView2.png
2423,5,4228,9,10001,"644,667",{48;23}_SiteColibriView.png,{48;23}_SiteColibriView2.png
2424,9,3313,13,7597,"734,333",{48;24}_SiteColibriView.png,{48;24}_SiteColibriView2.png
2425,8,5921,18,14976,"475,000",{48;25}_SiteColibriView.png,{48;25}_SiteColibriView2.png
2426,5,4261,10,11072,"604,667",{48;26}_SiteColibriView.png,{48;26}_SiteColibriView2.png
2427,9,3267,13,7376,"742,333",{48;27}_SiteColibriView.png,{48;27}_SiteColibriView2.png
2428,8,4420,12,10209,"579,333",{48;28}_SiteColibriView.png,{48;28}_SiteColibriView2.png
2429,7,5515,14,13804,"514,000",{48;29}_SiteColibriView.png,{48;29}_SiteColibriView2.png
2430,9,3529,13,8301,"697,000",{48;30}_SiteColibriView.png,{48;30}_SiteColibriView2.png
2431,11,6962,17,16819,"459,000",{48;31}_SiteColibriView.png,{48;31}_SiteColibriView2.png
2432,9,4466,13,9698,"604,667",{48;32}_SiteColibriView.png,{48;32}_SiteColibriView2.png
2433,5,3693,9,8736,"704,333",{48;33}_SiteColibriView.png,{48;33}_SiteColibriView2.png
2434,9,3267,13,7376,"742,333",{48;34}_SiteColibriView.png,{48;34}_SiteColibriView2.png
2435,11,6258,15,15730,"485,000",{48;35}_SiteColibriView.png,{48;35}_SiteColibriView2.png
2436,9,3797,13,8846,"676,333",{48;36}_SiteColibriView.png,{48;36}_SiteColibriView2.png
2437,7,5094,11,12674,"547,000",{48;37}_SiteColibriView.png,{48;37}_SiteColibriView2.png
2438,8,5616,14,14073,"492,000",{48;38}_SiteColibriView.png,{48;38}_SiteColibriView2.png
2439,7,4199,14,9652,"604,667",{48;39}_SiteColibriView.png,{48;39}_SiteColibriView2.png
2440,7,4005,11,8782,"657,000",{48;40}_SiteColibriView.png,{48;40}_SiteColibriView2.png
2441,11,6467,16,16230,"475,000",{48;41}_SiteColibriView.png,{48;41}_SiteColibriView2.png
2442,9,4376,13,10015,"599,667",{48;42}_SiteColibriView.png,{48;42}_SiteColibriView2.png
2443,8,4825,14,12227,"551,333",{48;43}_SiteColibriView.png,{48;43}_SiteColibriView2.png
2444,11,6649,17,17010,"465,333",{48;44}_SiteColibriView.png,{48;44}_SiteColibriView2.png
2445,9,6194,18,15266,"468,333",{48;45}_SiteColibriView.png,{48;45}_SiteColibriView2.png
2446,9,5983,13,15064,"510,333",{48;46}_SiteColibriView.png,{48;46}_SiteColibriView2.png
2447,9,4696,13,10591,"569,667",{48;47}_SiteColibriView.png,{48;47}_SiteColibriView2.png
2448,7,5388,12,13474,"530,000",{48;48}_SiteColibriView.png,{48;48}_SiteColibriView2.png
2449,8,4837,14,12043,"551,333",{48;49}_SiteColibriView.png,{48;49}_SiteColibriView2.png
2450,4,3355,7,7365,"719,000",{49;0}_SiteColibriView.png,{49;0}_SiteColibriView2.png
2451,11,6389,18,16047,"459,000",{49;1}_SiteColibriView.png,{49;1}_SiteColibriView2.png
2452,11,6962,17,16819,"459,000",{49;2}_SiteColibriView.png,{49;2}_SiteColibriView2.png
2453,4,3400,7,7585,"711,333",{49;3}_SiteColibriView.png,{49;3}_SiteColibriView2.png
2454,11,6827,17,17373,"459,000",{49;4}_SiteColibriView.png,{49;4}_SiteColibriView2.png
2455,12,6626,16,16990,"462,333",{49;5}_SiteColibriView.png,{49;5}_SiteColibriView2.png
2456,5,3190,9,7463,"750,333",{49;6}_SiteColibriView.png,{49;6}_SiteColibriView2.png
2457,11,6829,17,17372,"456,000",{49;7}_SiteColibriView.png,{49;7}_SiteColibriView2.png
2458,11,6962,17,16819,"459,000",{49;8}_SiteColibriView.png,{49;8}_SiteColibriView2.png
2459,8,5616,14,14073,"492,000",{49;9}_SiteColibriView.png,{49;9}_SiteColibriView2.png
2460,5,4261,10,11072,"604,667",{49;10}_SiteColibriView.png,{49;10}_SiteColibriView2.png
2461,9,3797,13,8846,"676,333",{49;11}_SiteColibriView.png,{49;11}_SiteColibriView2.png
2462,7,4005,11,8782,"657,000",{49;12}_SiteColibriView.png,{49;12}_SiteColibriView2.png
2463,5,3693,9,8736,"704,333",{49;13}_SiteColibriView.png,{49;13}_SiteColibriView2.png
2464,6,3969,10,9865,"604,667",{49;14}_SiteColibriView.png,{49;14}_SiteColibriView2.png
2465,8,5272,18,13439,"506,667",{49;15}_SiteColibriView.png,{49;15}_SiteColibriView2.png
2466,6,3980,8,9116,"697,000",{49;16}_SiteColibriView.png,{49;16}_SiteColibriView2.png
2467,6,4137,9,10323,"638,667",{49;17}_SiteColibriView.png,{49;17}_SiteColibriView2.png
2468,7,5176,11,13106,"538,333",{49;18}_SiteColibriView.png,{49;18}_SiteColibriView2.png
2469,8,5809,16,14732,"478,333",{49;19}_SiteColibriView.png,{49;19}_SiteColibriView2.png
2470,8,4420,12,10209,"579,333",{49;20}_SiteColibriView.png,{49;20}_SiteColibriView2.png
2471,11,6649,17,17010,"465,333",{49;21}_SiteColibriView.png,{49;21}_SiteColibriView2.png
2472,8,5921,18,14976,"475,000",{49;22}_SiteColibriView.png,{49;22}_SiteColibriView2.png
2473,9,3529,13,8301,"697,000",{49;23}_SiteColibriView.png,{49;23}_SiteColibriView2.png
2474,7,5094,11,12674,"547,000",{49;24}_SiteColibriView.png,{49;24}_SiteColibriView2.png
2475,11,6258,15,15730,"485,000",{49;25}_SiteColibriView.png,{49;25}_SiteColibriView2.png
2476,7,5515,14,13804,"514,000",{49;26}_SiteColibriView.png,{49;26}_SiteColibriView2.png
2477,12,6155,16,15669,"475,000",{49;27}_SiteColibriView.png,{49;27}_SiteColibriView2.png
2478,9,6715,17,16896,"471,667",{49;28}_SiteColibriView.png,{49;28}_SiteColibriView2.png
2479,9,6194,18,15266,"468,333",{49;29}_SiteColibriView.png,{49;29}_SiteColibriView2.png
2480,5,4228,9,10001,"644,667",{49;30}_SiteColibriView.png,{49;30}_SiteColibriView2.png
2481,9,3313,13,7597,"734,333",{49;31}_SiteColibriView.png,{49;31}_SiteColibriView2.png
2482,9,4696,13,10591,"569,667",{49;32}_SiteColibriView.png,{49;32}_SiteColibriView2.png
2483,6,3877,12,9190,"644,667",{49;33}_SiteColibriView.png,{49;33}_SiteColibriView2.png
2484,11,6467,16,16230,"475,000",{49;34}_SiteColibriView.png,{49;34}_SiteColibriView2.png
2485,9,3657,13,8180,"704,333",{49;35}_SiteColibriView.png,{49;35}_SiteColibriView2.png
2486,8,4633,15,11332,"565,000",{49;36}_SiteColibriView.png,{49;36}_SiteColibriView2.png
2487,8,4761,11,11885,"555,667",{49;37}_SiteColibriView.png,{49;37}_SiteColibriView2.png
2488,7,5388,12,13474,"530,000",{49;38}_SiteColibriView.png,{49;38}_SiteColibriView2.png
2489,8,3911,11,9633,"621,333",{49;39}_SiteColibriView.png,{49;39}_SiteColibriView2.png
2490,7,4199,14,9652,"604,667",{49;40}_SiteColibriView.png,{49;40}_SiteColibriView2.png
2491,8,5735,16,14455,"481,667",{49;41}_SiteColibriView.png,{49;41}_SiteColibriView2.png
2492,9,3829,13,9064,"669,667",{49;42}_SiteColibriView.png,{49;42}_SiteColibriView2.png
2493,7,5096,12,12505,"569,667",{49;43}_SiteColibriView.png,{49;43}_SiteColibriView2.png
2494,7,4644,9,10787,"594,333",{49;44}_SiteColibriView.png,{49;44}_SiteColibriView2.png
2495,8,5069,12,12745,"530,000",{49;45}_SiteColibriView.png,{49;45}_SiteColibriView2.png
2496,7,3975,10,9234,"621,333",{49;46}_SiteColibriView.png,{49;46}_SiteColibriView2.png
2497,9,5983,13,15064,"510,333",{49;47}_SiteColibriView.png,{49;47}_SiteColibriView2.png
2498,7,3795,9,8642,"683,000",{49;48}_SiteColibriView.png,{49;48}_SiteColibriView2.png
2499,6,3804,9,8334,"683,000",{49;49}_SiteColibriView.png,{49;49}_SiteColibriView2.png
2500,12,6155,16,15669,"475,000",{50;0}_SiteColibriView.png,{50;0}_SiteColibriView2.png
2501,11,6827,17,17373,"459,000",{50;1}_SiteColibriView.png,{50;1}_SiteColibriView2.png
2502,11,6829,17,17372,"456,000",{50;2}_SiteColibriView.png,{50;2}_SiteColibriView2.png
2503,5,3190,9,7463,"750,333",{50;3}_SiteColibriView.png,{50;3}_SiteColibriView2.png
2504,11,6389,18,16047,"459,000",{50;4}_SiteColibriView.png,{50;4}_SiteColibriView2.png
2505,4,3355,7,7365,"719,000",{50;5}_SiteColibriView.png,{50;5}_SiteColibriView2.png
2506,4,3400,7,7585,"711,333",{50;6}_SiteColibriView.png,{50;6}_SiteColibriView2.png
2507,11,6962,17,16819,"459,000",{50;7}_SiteColibriView.png,{50;7}_SiteColibriView2.png
2508,11,6467,16,16230,"475,000",{50;8}_SiteColibriView.png,{50;8}_SiteColibriView2.png
2509,6,3238,9,7557,"734,333",{50;9}_SiteColibriView.png,{50;9}_SiteColibriView2.png
2510,9,3797,13,8846,"676,333",{50;10}_SiteColibriView.png,{50;10}_SiteColibriView2.png
2511,7,4005,11,8782,"657,000",{50;11}_SiteColibriView.png,{50;11}_SiteColibriView2.png
2512,6,3759,8,8149,"690,000",{50;12}_SiteColibriView.png,{50;12}_SiteColibriView2.png
2513,5,3951,9,9240,"669,667",{50;13}_SiteColibriView.png,{50;13}_SiteColibriView2.png
2514,7,5096,12,12505,"569,667",{50;14}_SiteColibriView.png,{50;14}_SiteColibriView2.png
2515,9,6194,18,15266,"468,333",{50;15}_SiteColibriView.png,{50;15}_SiteColibriView2.png
2516,8,5809,16,14732,"478,333",{50;16}_SiteColibriView.png,{50;16}_SiteColibriView2.png
2517,8,4360,14,11047,"594,333",{50;17}_SiteColibriView.png,{50;17}_SiteColibriView2.png
2518,8,5033,11,12630,"542,667",{50;18}_SiteColibriView.png,{50;18}_SiteColibriView2.png
2519,12,6626,16,16990,"462,333",{50;19}_SiteColibriView.png,{50;19}_SiteColibriView2.png
2520,8,5616,14,14073,"492,000",{50;20}_SiteColibriView.png,{50;20}_SiteColibriView2.png
2521,9,5875,13,14779,"522,000",{50;21}_SiteColibriView.png,{50;21}_SiteColibriView2.png
2522,8,4633,15,11332,"565,000",{50;22}_SiteColibriView.png,{50;22}_SiteColibriView2.png
2523,8,5616,14,14073,"492,000",{50;23}_SiteColibriView.png,{50;23}_SiteColibriView2.png
2524,6,4137,9,10323,"638,667",{50;24}_SiteColibriView.png,{50;24}_SiteColibriView2.png
2525,8,5921,18,14976,"475,000",{50;25}_SiteColibriView.png,{50;25}_SiteColibriView2.png
2526,6,3969,10,9865,"604,667",{50;26}_SiteColibriView.png,{50;26}_SiteColibriView2.png
2527,7,5176,11,13106,"538,333",{50;27}_SiteColibriView.png,{50;27}_SiteColibriView2.png
2528,9,5983,13,15064,"510,333",{50;28}_SiteColibriView.png,{50;28}_SiteColibriView2.png
2529,8,4420,12,10209,"579,333",{50;29}_SiteColibriView.png,{50;29}_SiteColibriView2.png
2530,8,4797,12,11911,"547,000",{50;30}_SiteColibriView.png,{50;30}_SiteColibriView2.png
2531,8,4761,11,11885,"555,667",{50;31}_SiteColibriView.png,{50;31}_SiteColibriView2.png
2532,8,5272,18,13439,"506,667",{50;32}_SiteColibriView.png,{50;32}_SiteColibriView2.png
2533,8,5735,16,14455,"481,667",{50;33}_SiteColibriView.png,{50;33}_SiteColibriView2.png
2534,6,3853,12,9166,"663,333",{50;34}_SiteColibriView.png,{50;34}_SiteColibriView2.png
2535,11,6962,17,16819,"459,000",{50;35}_SiteColibriView.png,{50;35}_SiteColibriView2.png
2536,7,5388,12,13474,"530,000",{50;36}_SiteColibriView.png,{50;36}_SiteColibriView2.png
2537,11,6258,15,15730,"485,000",{50;37}_SiteColibriView.png,{50;37}_SiteColibriView2.png
2538,8,4633,15,11332,"565,000",{50;38}_SiteColibriView.png,{50;38}_SiteColibriView2.png
2539,9,3528,13,7948,"697,000",{50;39}_SiteColibriView.png,{50;39}_SiteColibriView2.png
2540,5,4516,9,10560,"610,333",{50;40}_SiteColibriView.png,{50;40}_SiteColibriView2.png
2541,9,6003,13,15183,"495,667",{50;41}_SiteColibriView.png,{50;41}_SiteColibriView2.png
2542,8,4133,12,9503,"604,667",{50;42}_SiteColibriView.png,{50;42}_SiteColibriView2.png
2543,5,3693,9,8736,"704,333",{50;43}_SiteColibriView.png,{50;43}_SiteColibriView2.png
2544,9,3552,14,8478,"663,333",{50;44}_SiteColibriView.png,{50;44}_SiteColibriView2.png
2545,6,4101,9,9732,"650,667",{50;45}_SiteColibriView.png,{50;45}_SiteColibriView2.png
2546,7,3975,10,9234,"621,333",{50;46}_SiteColibriView.png,{50;46}_SiteColibriView2.png
2547,7,5515,14,13804,"514,000",{50;47}_SiteColibriView.png,{50;47}_SiteColibriView2.png
2548,9,6715,17,16896,"471,667",{50;48}_SiteColibriView.png,{50;48}_SiteColibriView2.png
2549,8,5069,12,12745,"530,000",{50;49}_SiteColibriView.png,{50;49}_SiteColibriView2.png
2550,4,3400,7,7585,"711,333",{51;0}_SiteColibriView.png,{51;0}_SiteColibriView2.png
2551,4,3355,7,7365,"719,000",{51;1}_SiteColibriView.png,{51;1}_SiteColibriView2.png
2552,12,6155,16,15669,"475,000",{51;2}_SiteColibriView.png,{51;2}_SiteColibriView2.png
2553,9,6124,18,15446,"471,667",{51;3}_SiteColibriView.png,{51;3}_SiteColibriView2.png
2554,11,6962,17,16819,"459,000",{51;4}_SiteColibriView.png,{51;4}_SiteColibriView2.png
2555,11,6827,17,17373,"459,000",{51;5}_SiteColibriView.png,{51;5}_SiteColibriView2.png
2556,11,6829,17,17372,"456,000",{51;6}_SiteColibriView.png,{51;6}_SiteColibriView2.png
2557,5,3190,9,7463,"750,333",{51;7}_SiteColibriView.png,{51;7}_SiteColibriView2.png
2558,6,3759,8,8149,"690,000",{51;8}_SiteColibriView.png,{51;8}_SiteColibriView2.png
2559,9,3528,13,7948,"697,000",{51;9}_SiteColibriView.png,{51;9}_SiteColibriView2.png
2560,11,6389,18,16047,"459,000",{51;10}_SiteColibriView.png,{51;10}_SiteColibriView2.png
2561,6,4578,10,11979,"589,333",{51;11}_SiteColibriView.png,{51;11}_SiteColibriView2.png
2562,5,3693,9,8736,"704,333",{51;12}_SiteColibriView.png,{51;12}_SiteColibriView2.png
2563,7,5515,14,13804,"514,000",{51;13}_SiteColibriView.png,{51;13}_SiteColibriView2.png
2564,12,6155,16,15669,"475,000",{51;14}_SiteColibriView.png,{51;14}_SiteColibriView2.png
2565,5,4516,9,10560,"610,333",{51;15}_SiteColibriView.png,{51;15}_SiteColibriView2.png
2566,9,6194,18,15266,"468,333",{51;16}_SiteColibriView.png,{51;16}_SiteColibriView2.png
2567,5,3951,9,9240,"650,667",{51;17}_SiteColibriView.png,{51;17}_SiteColibriView2.png
2568,8,3791,12,8676,"683,000",{51;18}_SiteColibriView.png,{51;18}_SiteColibriView2.png
2569,8,4761,11,11885,"555,667",{51;19}_SiteColibriView.png,{51;19}_SiteColibriView2.png
2570,8,4360,14,11047,"594,333",{51;20}_SiteColibriView.png,{51;20}_SiteColibriView2.png
2571,7,3975,10,9234,"621,333",{51;21}_SiteColibriView.png,{51;21}_SiteColibriView2.png
2572,7,5176,11,13106,"538,333",{51;22}_SiteColibriView.png,{51;22}_SiteColibriView2.png
2573,8,5033,11,12630,"542,667",{51;23}_SiteColibriView.png,{51;23}_SiteColibriView2.png
2574,6,4137,9,10323,"638,667",{51;24}_SiteColibriView.png,{51;24}_SiteColibriView2.png
2575,9,6672,15,16626,"475,000",{51;25}_SiteColibriView.png,{51;25}_SiteColibriView2.png
2576,6,3807,12,8977,"669,667",{51;26}_SiteColibriView.png,{51;26}_SiteColibriView2.png
2577,8,5921,18,14976,"475,000",{51;27}_SiteColibriView.png,{51;27}_SiteColibriView2.png
2578,7,4005,11,8782,"657,000",{51;28}_SiteColibriView.png,{51;28}_SiteColibriView2.png
2579,6,3238,9,7557,"734,333",{51;29}_SiteColibriView.png,{51;29}_SiteColibriView2.png
2580,8,5159,16,13248,"510,333",{51;30}_SiteColibriView.png,{51;30}_SiteColibriView2.png
2581,9,3797,13,8846,"676,333",{51;31}_SiteColibriView.png,{51;31}_SiteColibriView2.png
2582,8,4420,12,10209,"579,333",{51;32}_SiteColibriView.png,{51;32}_SiteColibriView2.png
2583,9,5683,13,14061,"518,000",{51;33}_SiteColibriView.png,{51;33}_SiteColibriView2.png
2584,8,4633,15,11332,"565,000",{51;34}_SiteColibriView.png,{51;34}_SiteColibriView2.png
2585,11,6962,17,16819,"459,000",{51;35}_SiteColibriView.png,{51;35}_SiteColibriView2.png
2586,7,5292,12,12889,"538,333",{51;36}_SiteColibriView.png,{51;36}_SiteColibriView2.png
2587,12,6626,16,16990,"462,333",{51;37}_SiteColibriView.png,{51;37}_SiteColibriView2.png
2588,11,6467,16,16230,"475,000",{51;38}_SiteColibriView.png,{51;38}_SiteColibriView2.png
2589,8,5306,14,13138,"518,000",{51;39}_SiteColibriView.png,{51;39}_SiteColibriView2.png
2590,8,4816,12,11584,"542,667",{51;40}_SiteColibriView.png,{51;40}_SiteColibriView2.png
2591,7,5388,12,13474,"530,000",{51;41}_SiteColibriView.png,{51;41}_SiteColibriView2.png
2592,8,5735,16,14455,"481,667",{51;42}_SiteColibriView.png,{51;42}_SiteColibriView2.png
2593,9,3552,14,8478,"663,333",{51;43}_SiteColibriView.png,{51;43}_SiteColibriView2.png
2594,8,4133,12,9503,"604,667",{51;44}_SiteColibriView.png,{51;44}_SiteColibriView2.png
2595,9,6003,13,15183,"495,667",{51;45}_SiteColibriView.png,{51;45}_SiteColibriView2.png
2596,7,5096,12,12505,"569,667",{51;46}_SiteColibriView.png,{51;46}_SiteColibriView2.png
2597,8,5265,14,13254,"499,333",{51;47}_SiteColibriView.png,{51;47}_SiteColibriView2.png
2598,8,5809,16,14732,"478,333",{51;48}_SiteColibriView.png,{51;48}_SiteColibriView2.png
2599,6,3969,10,9865,"604,667",{51;49}_SiteColibriView.png,{51;49}_SiteColibriView2.png
2600,11,6829,17,17372,"456,000",{52;0}_SiteColibriView.png,{52;0}_SiteColibriView2.png
2601,11,6827,17,17373,"459,000",{52;1}_SiteColibriView.png,{52;1}_SiteColibriView2.png
2602,9,5193,18,13014,"514,000",{52;2}_SiteColibriView.png,{52;2}_SiteColibriView2.png
2603,5,3190,9,7463,"750,333",{52;3}_SiteColibriView.png,{52;3}_SiteColibriView2.png
2604,4,3355,7,7365,"719,000",{52;4}_SiteColibriView.png,{52;4}_SiteColibriView2.png
2605,12,6626,16,16990,"462,333",{52;5}_SiteColibriView.png,{52;5}_SiteColibriView2.png
2606,11,6962,17,16819,"459,000",{52;6}_SiteColibriView.png,{52;6}_SiteColibriView2.png
2607,4,3400,7,7585,"711,333",{52;7}_SiteColibriView.png,{52;7}_SiteColibriView2.png
2608,11,6962,17,16819,"459,000",{52;8}_SiteColibriView.png,{52;8}_SiteColibriView2.png
2609,9,6194,18,15266,"468,333",{52;9}_SiteColibriView.png,{52;9}_SiteColibriView2.png
2610,4,3400,7,7585,"711,333",{52;10}_SiteColibriView.png,{52;10}_SiteColibriView2.png
2611,7,3622,11,8217,"704,333",{52;11}_SiteColibriView.png,{52;11}_SiteColibriView2.png
2612,6,3759,8,8149,"690,000",{52;12}_SiteColibriView.png,{52;12}_SiteColibriView2.png
2613,5,4516,9,10560,"610,333",{52;13}_SiteColibriView.png,{52;13}_SiteColibriView2.png
2614,9,3528,13,7948,"697,000",{52;14}_SiteColibriView.png,{52;14}_SiteColibriView2.png
2615,8,4133,12,9503,"604,667",{52;15}_SiteColibriView.png,{52;15}_SiteColibriView2.png
2616,8,4516,15,11182,"565,000",{52;16}_SiteColibriView.png,{52;16}_SiteColibriView2.png
2617,5,3951,9,9240,"650,667",{52;17}_SiteColibriView.png,{52;17}_SiteColibriView2.png
2618,7,3975,10,9234,"621,333",{52;18}_SiteColibriView.png,{52;18}_SiteColibriView2.png
2619,6,4578,10,11979,"589,333",{52;19}_SiteColibriView.png,{52;19}_SiteColibriView2.png
2620,9,3552,14,8478,"663,333",{52;20}_SiteColibriView.png,{52;20}_SiteColibriView2.png
2621,6,4909,12,12217,"574,333",{52;21}_SiteColibriView.png,{52;21}_SiteColibriView2.png
2622,8,6148,14,15842,"478,333",{52;22}_SiteColibriView.png,{52;22}_SiteColibriView2.png
2623,6,3969,10,9865,"604,667",{52;23}_SiteColibriView.png,{52;23}_SiteColibriView2.png
2624,8,4761,11,11885,"555,667",{52;24}_SiteColibriView.png,{52;24}_SiteColibriView2.png
2625,8,5809,16,14732,"478,333",{52;25}_SiteColibriView.png,{52;25}_SiteColibriView2.png
2626,8,5735,16,14455,"481,667",{52;26}_SiteColibriView.png,{52;26}_SiteColibriView2.png
2627,5,4080,10,9010,"697,000",{52;27}_SiteColibriView.png,{52;27}_SiteColibriView2.png
2628,11,6389,18,16047,"459,000",{52;28}_SiteColibriView.png,{52;28}_SiteColibriView2.png
2629,8,5095,13,12526,"526,000",{52;29}_SiteColibriView.png,{52;29}_SiteColibriView2.png
2630,8,5921,18,14976,"475,000",{52;30}_SiteColibriView.png,{52;30}_SiteColibriView2.png
2631,8,3791,12,8676,"683,000",{52;31}_SiteColibriView.png,{52;31}_SiteColibriView2.png
2632,7,5603,14,14046,"495,667",{52;32}_SiteColibriView.png,{52;32}_SiteColibriView2.png
2633,9,6336,15,15523,"475,000",{52;33}_SiteColibriView.png,{52;33}_SiteColibriView2.png
2634,6,3238,9,7557,"734,333",{52;34}_SiteColibriView.png,{52;34}_SiteColibriView2.png
2635,8,4816,12,11584,"542,667",{52;35}_SiteColibriView.png,{52;35}_SiteColibriView2.png
2636,7,5515,14,13804,"514,000",{52;36}_SiteColibriView.png,{52;36}_SiteColibriView2.png
2637,8,5253,12,13389,"518,000",{52;37}_SiteColibriView.png,{52;37}_SiteColibriView2.png
2638,9,5444,13,13193,"518,000",{52;38}_SiteColibriView.png,{52;38}_SiteColibriView2.png
2639,5,4172,9,10012,"627,000",{52;39}_SiteColibriView.png,{52;39}_SiteColibriView2.png
2640,8,4420,12,10209,"579,333",{52;40}_SiteColibriView.png,{52;40}_SiteColibriView2.png
2641,7,5388,12,13474,"530,000",{52;41}_SiteColibriView.png,{52;41}_SiteColibriView2.png
2642,7,4667,9,10945,"594,333",{52;42}_SiteColibriView.png,{52;42}_SiteColibriView2.png
2643,6,4137,9,10323,"638,667",{52;43}_SiteColibriView.png,{52;43}_SiteColibriView2.png
2644,8,4360,14,11047,"594,333",{52;44}_SiteColibriView.png,{52;44}_SiteColibriView2.png
2645,6,3807,12,8977,"669,667",{52;45}_SiteColibriView.png,{52;45}_SiteColibriView2.png
2646,8,4991,12,12359,"538,333",{52;46}_SiteColibriView.png,{52;46}_SiteColibriView2.png
2647,8,6082,16,15565,"465,333",{52;47}_SiteColibriView.png,{52;47}_SiteColibriView2.png
2648,7,4005,11,8782,"657,000",{52;48}_SiteColibriView.png,{52;48}_SiteColibriView2.png
2649,7,4717,11,12210,"555,667",{52;49}_SiteColibriView.png,{52;49}_SiteColibriView2.png
2650,11,6386,16,15956,"456,000",{53;0}_SiteColibriView.png,{53;0}_SiteColibriView2.png
2651,9,6194,18,15266,"468,333",{53;1}_SiteColibriView.png,{53;1}_SiteColibriView2.png
2652,4,3355,7,7365,"719,000",{53;2}_SiteColibriView.png,{53;2}_SiteColibriView2.png
2653,5,3190,9,7463,"750,333",{53;3}_SiteColibriView.png,{53;3}_SiteColibriView2.png
2654,8,4420,12,10209,"579,333",{53;4}_SiteColibriView.png,{53;4}_SiteColibriView2.png
